id,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,date
2078500320,605000.0,4.0,2.5,2620.0,7553,2.0,0,0,3.0,8.0,2620,0,1996,0,98056,47.5301,-122.18,2620,11884.0,20140620T000000
5547700270,625000.0,4.0,2.5,2570.0,5520,2.0,0,0,3.0,9.0,2570,0,2000,0,98074,47.6145,-122.027,2470,5669.0,20140715T000000
7766200013,775000.0,4.0,2.25,4220.0,19160,1.0,0,0,3.0,8.0,2600,1400,1984,0,98166,47.445,-122.347,2410,17557.5,20140811T000000
7203220400,861990.0,5.0,2.75,3595.0,5639,2.0,0,0,3.0,9.0,3595,0,2014,0,98053,47.6848,-122.016,3625,5639.0,20140707T000000
9270200160,685000.0,3.0,1.0,1570.0,2280,2.0,0,0,3.0,7.0,1570,0,1922,0,98119,47.6413,-122.364,1580,2640.0,20141028T000000
1432701230,309000.0,3.0,1.0,1280.0,9656,1.0,0,0,4.0,6.0,920,360,1959,0,98058,47.4485,-122.175,1340,8808.0,20140729T000000
8035350320,488000.0,3.0,2.5,3160.0,13603,2.0,0,0,3.0,8.0,3160,0,2003,0,98019,47.7443,-121.977,3050,9232.0,20140718T000000
8945200830,210490.0,3.0,1.0,990.0,8528,1.0,0,0,3.0,6.0,990,0,1966,0,98023,47.3066,-122.371,1228,8840.0,20150325T000000
4178300310,785000.0,4.0,2.5,2290.0,13416,2.0,0,0,4.0,9.0,2290,0,1981,0,98007,47.6194,-122.151,2680,13685.0,20140716T000000
9215400105,450000.0,3.0,1.75,1250.0,5963,1.0,0,0,4.0,7.0,1250,0,1953,0,98115,47.6796,-122.301,970,5100.0,20150428T000000
822039084,1129575.0,3.0,2.5,2753.0,19160,1.0,0,0,5.0,9.0,2165,588,1953,0,98070,47.4041,-122.451,2680,17557.5,20150311T000000
5245600105,228000.0,3.0,1.0,1190.0,9199,1.0,0,0,3.0,7.0,1190,0,1955,0,98148,47.4258,-122.322,1190,9364.0,20140916T000000
7231300125,345000.0,5.0,2.5,3150.0,9134,1.0,0,0,4.0,8.0,1640,1400,1966,0,98056,47.4934,-122.189,1990,9133.0,20150217T000000
7518505990,600000.0,3.0,1.75,1410.0,4080,1.0,0,0,4.0,7.0,1000,410,1950,0,98117,47.6808,-122.384,1410,4080.0,20141231T000000
3626039271,585000.0,2.0,1.75,1980.0,8550,1.0,0,0,3.0,7.0,990,990,1981,0,98117,47.6989,-122.369,1480,6738.0,20150205T000000
4217401195,920000.0,5.0,2.25,2730.0,6000,1.5,0,0,3.0,8.0,2130,600,1927,0,98105,47.6571,-122.281,2730,6000.0,20150303T000000
9822700295,885000.0,4.0,2.5,2830.0,5000,2.0,0,0,3.0,9.0,2830,0,1995,0,98105,47.6597,-122.29,1950,5000.0,20140512T000000
9478500640,292500.0,4.0,2.5,2250.0,4495,2.0,0,0,3.0,7.0,2250,0,2008,0,98042,47.3663,-122.114,2250,4500.0,20140819T000000
2799800710,301000.0,3.0,2.5,2420.0,4750,2.0,0,0,3.0,8.0,2420,0,2003,0,98042,47.3663,-122.122,2690,4750.0,20150407T000000
7922800400,951000.0,5.0,3.25,3250.0,14342,2.0,0,0,4.0,8.0,3250,0,1968,0,98008,47.588,-122.116,2960,11044.0,20140827T000000
8079040320,430000.0,4.0,3.0,1850.0,9976,2.0,0,0,3.0,8.0,1850,0,1991,0,98059,47.5059,-122.149,2270,8542.0,20150223T000000
1516000055,650000.0,3.0,2.25,2150.0,19160,1.0,0,0,4.0,8.0,1590,560,1959,0,98166,47.4336,-122.339,2570,17557.5,20141210T000000
9558200045,289000.0,3.0,1.75,1260.0,8400,1.0,0,0,3.0,7.0,1260,0,1954,0,98148,47.4366,-122.335,1290,8750.0,20140828T000000
5072410070,505000.0,3.0,1.75,2519.0,8690,2.0,0,0,5.0,8.0,2519,0,1973,0,98166,47.4428,-122.344,2500,9500.0,20141021T000000
9528102996,549000.0,3.0,1.75,1540.0,1044,3.0,0,0,3.0,8.0,1540,0,2014,0,98115,47.6765,-122.32,1580,3090.0,20141207T000000
1189001180,425000.0,3.0,2.25,1660.0,6000,1.0,0,0,3.0,7.0,1110,550,1979,0,98122,47.6113,-122.297,1440,4080.0,20140603T000000
3253500160,317625.0,3.0,2.75,2770.0,3809,1.5,0,0,5.0,7.0,1770,1000,1925,0,98144,47.5747,-122.304,1440,4000.0,20141120T000000
3394100030,975000.0,4.0,2.5,2720.0,11049,2.0,0,0,3.0,9.5,2720,0,1989,0,98004,47.5815,-122.192,2750,11049.0,20140909T000000
3717000160,287000.0,4.0,2.5,2240.0,4648,2.0,0,0,3.0,7.0,2240,0,2005,0,98001,47.3378,-122.257,2221,4557.0,20141009T000000
1274500060,204000.0,3.0,1.0,1000.0,12070,1.0,0,0,4.0,7.0,1000,0,1968,0,98042,47.3621,-122.11,1010,12635.0,20140825T000000
1802000060,1129575.0,5.0,2.25,3200.0,19160,1.0,0,0,3.0,8.0,1600,1400,1965,0,98004,47.6303,-122.215,3390,17557.5,20140612T000000
1525059190,1040000.0,5.0,3.25,4234.5,19160,1.0,0,0,4.0,9.5,3070,1400,1973,0,98005,47.6525,-122.16,3530,17557.5,20140912T000000
1049000060,325000.0,3.0,2.0,1260.0,5612,1.0,0,0,4.0,7.0,1260,0,1972,0,98034,47.7362,-122.179,1640,4745.0,20150105T000000
8820901275,571000.0,4.0,2.0,2750.0,7807,1.5,0,0,5.0,7.0,2250,500,1916,0,98125,47.7168,-122.287,1510,7807.0,20140610T000000
5416510140,360000.0,4.0,2.5,2380.0,5000,2.0,0,0,3.0,8.0,2380,0,2005,0,98038,47.3608,-122.036,2420,5000.0,20140710T000000
3444100400,349000.0,3.0,1.75,1790.0,19160,1.0,0,0,5.0,7.0,1090,700,1965,0,98042,47.3511,-122.073,1940,17557.5,20150316T000000
3276920270,832500.0,4.0,3.625,3430.0,19160,2.0,0,0,4.0,9.5,2390,1040,1986,0,98075,47.5822,-121.987,3240,17557.5,20141105T000000
4036801170,380000.0,4.0,1.75,1760.0,7300,1.0,0,0,3.0,7.0,880,880,1956,0,98008,47.6034,-122.125,1680,7500.0,20141013T000000
2391600320,480000.0,3.0,1.0,1040.0,5060,1.0,0,0,3.0,7.0,1040,0,1941,0,98116,47.5636,-122.394,890,5060.0,20150420T000000
6300000287,410000.0,3.0,1.0,1410.0,5060,1.0,0,0,4.0,7.0,910,500,1956,0,98133,47.7073,-122.34,1130,5693.0,20140609T000000
1531000030,720000.0,4.0,2.5,3450.0,19160,2.0,0,0,3.0,9.5,3450,0,2002,0,98010,47.342,-122.025,3350,17557.5,20150323T000000
5104520400,390000.0,3.0,2.5,2350.0,5100,2.0,0,0,3.0,8.0,2350,0,2003,0,98038,47.3512,-122.008,2350,5363.0,20141202T000000
7437100340,360000.0,4.0,2.5,1900.0,5889,2.0,0,0,3.0,7.0,1900,0,1992,0,98038,47.349,-122.031,1870,6405.0,20141222T000000
9418400240,355000.0,2.0,1.0,2020.0,6720,1.0,0,0,3.0,7.0,1010,1010,1948,0,98118,47.5474,-122.291,1720,6720.0,20141028T000000
1523059105,356000.0,3.0,1.5,1680.0,8712,1.0,0,0,3.0,8.0,1680,0,1964,0,98059,47.4811,-122.149,1850,8797.0,20150128T000000
1133000671,315000.0,3.0,1.0,960.0,6634,1.0,0,0,3.0,6.0,960,0,1952,0,98125,47.7264,-122.31,1570,7203.0,20140602T000000
4232902595,940000.0,3.0,1.5,2140.0,3600,2.0,0,0,3.0,9.0,1900,240,1925,0,98119,47.6337,-122.365,2020,4800.0,20141114T000000
2599001200,305000.0,5.0,2.25,2660.0,8400,1.5,0,0,5.0,7.0,2660,0,1961,0,98092,47.2909,-122.189,1590,8165.0,20141103T000000
3342103156,461000.0,3.0,3.25,2770.0,6278,2.0,0,0,3.0,9.0,1980,790,2006,0,98056,47.5228,-122.199,1900,7349.0,20140618T000000
1332700270,215000.0,2.0,2.25,1610.0,2040,2.0,0,0,4.0,7.0,1610,0,1979,0,98056,47.518,-122.194,1950,2025.0,20140519T000000
3869900162,335000.0,2.0,1.75,1030.0,1066,2.0,0,0,3.0,7.0,765,265,2006,0,98136,47.5394,-122.387,1030,1106.0,20140904T000000
2791500270,243500.0,4.0,2.5,1980.0,7403,2.0,0,0,3.0,7.0,1980,0,1988,0,98023,47.2897,-122.372,1980,7510.0,20140522T000000
5036300431,1099880.0,5.0,2.75,3520.0,6353,2.0,0,0,4.0,9.5,3520,0,2001,0,98199,47.6506,-122.391,2520,6250.0,20150311T000000
4168000060,153000.0,3.0,1.0,1200.0,10500,1.0,0,0,3.0,7.0,1200,0,1962,0,98023,47.322,-122.351,1350,10500.0,20150226T000000
6021501535,430000.0,3.0,1.5,1580.0,5000,1.0,0,0,3.0,8.0,1290,290,1939,0,98117,47.687,-122.386,1570,4500.0,20140725T000000
6021501535,700000.0,3.0,1.5,1580.0,5000,1.0,0,0,3.0,8.0,1290,290,1939,0,98117,47.687,-122.386,1570,4500.0,20141223T000000
1483300570,905000.0,4.0,2.5,3300.0,10250,1.0,0,0,3.0,7.0,2390,910,1946,0,98040,47.5873,-122.249,1950,6045.0,20140908T000000
3422049190,247500.0,3.0,1.75,1960.0,15681,1.0,0,0,3.0,7.0,1960,0,1967,0,98032,47.3576,-122.277,1750,15616.0,20150330T000000
1099611230,199000.0,4.0,1.5,1160.0,6400,1.0,0,0,4.0,7.0,1160,0,1975,0,98023,47.3036,-122.378,1160,6400.0,20140912T000000
722079104,314000.0,3.0,1.75,1810.0,19160,1.0,0,0,5.0,7.0,1210,600,1980,0,98038,47.4109,-121.958,1650,17557.5,20140711T000000
7338200240,437500.0,3.0,2.5,2320.0,19160,2.0,0,0,3.0,9.0,2320,0,1992,0,98045,47.4838,-121.8205,2550,17557.5,20140516T000000
1952200240,850830.0,3.0,2.5,2070.0,13241,1.5,0,0,5.0,9.0,1270,800,1910,0,98102,47.6415,-122.315,2200,4500.0,20140611T000000
5200100125,555000.0,3.0,2.0,1980.0,3478,1.5,0,0,4.0,7.0,1440,540,1929,0,98117,47.6775,-122.372,1610,3478.0,20141027T000000
7214720075,699950.0,3.0,2.25,2190.0,19160,2.0,0,0,4.0,8.0,2190,0,1983,0,98077,47.7731,-122.08,2570,17557.5,20141212T000000
2450000295,1088000.0,3.0,2.5,2920.0,8113,2.0,0,0,3.0,8.0,2920,0,1950,0,98004,47.5814,-122.196,2370,8113.0,20141007T000000
6197800045,290000.0,3.0,1.0,1210.0,19160,1.0,0,0,3.0,7.0,1210,0,1954,0,98058,47.4375,-122.184,1640,14910.0,20140924T000000
1328310370,375000.0,3.0,2.5,2340.0,10005,1.0,0,0,4.0,8.0,1460,880,1978,0,98058,47.4431,-122.133,2250,8162.0,20150402T000000
546000875,460000.0,3.0,1.0,1670.0,4005,1.5,0,0,4.0,7.0,1170,500,1939,0,98117,47.6878,-122.38,1240,4005.0,20140523T000000
3530510041,188500.0,2.0,1.75,1240.0,2493,1.0,0,0,4.0,8.0,1240,0,1985,0,98198,47.3813,-122.322,1270,4966.0,20140723T000000
1853000400,680000.0,4.0,2.5,3140.0,19160,2.0,0,0,4.0,9.5,3140,0,1991,0,98077,47.7304,-122.082,2990,17557.5,20150305T000000
3134100116,470000.0,5.0,1.75,2030.0,12342,2.0,0,0,4.0,7.0,2030,0,1942,0,98052,47.6417,-122.109,2500,9433.0,20140827T000000
9545230140,597750.0,4.0,2.5,2310.0,9624,2.0,0,0,3.0,8.0,2310,0,1984,0,98027,47.5386,-122.053,1940,9636.0,20140725T000000
3362400511,570000.0,3.0,1.75,1260.0,3328,1.0,0,0,5.0,6.0,700,560,1905,0,98103,47.6823,-122.349,1380,3536.0,20150304T000000
2525310310,272500.0,3.0,1.75,1540.0,12600,1.0,0,0,4.0,7.0,1160,380,1980,0,98038,47.3624,-122.031,1540,11656.0,20140916T000000
6126500060,329950.0,3.0,1.75,2080.0,5969,1.0,0,0,3.0,7.0,1080,1000,1971,0,98108,47.5474,-122.295,2090,5500.0,20141124T000000
8961960160,480000.0,4.0,2.5,3230.0,16171,2.0,0,0,3.0,9.0,2520,710,2001,0,98001,47.3183,-122.253,2640,8517.0,20141028T000000
3626039325,740500.0,3.0,3.5,4234.5,6350,2.0,0,0,3.0,8.0,2780,1400,1900,0,98117,47.6981,-122.368,1830,6350.0,20141121T000000
3362400431,518500.0,3.0,3.5,1590.0,1102,3.0,0,0,3.0,8.0,1590,0,2010,0,98103,47.6824,-122.347,1620,3166.0,20140626T000000
4060000240,205425.0,2.0,1.0,880.0,6780,1.0,0,0,4.0,6.0,880,0,1945,0,98178,47.5009,-122.248,1190,6780.0,20140623T000000
3454800060,171800.0,4.0,2.0,1570.0,9600,1.0,0,0,3.0,6.0,1570,0,1950,0,98168,47.4965,-122.303,1880,9000.0,20150108T000000
1695900060,535000.0,4.0,1.0,1610.0,2982,1.5,0,0,4.0,7.0,1610,0,1925,0,98144,47.587,-122.294,1610,4040.0,20150511T000000
7278700070,660000.0,3.0,2.5,2400.0,6474,1.0,0,0,3.0,8.0,1560,840,1964,0,98177,47.7728,-122.386,2340,10856.0,20150102T000000
6675500070,391500.0,3.0,2.0,1450.0,9132,1.0,0,0,3.0,7.0,1450,0,1987,0,98034,47.7288,-122.226,1580,9104.0,20141119T000000
3626039187,395000.0,2.0,1.0,770.0,6000,1.0,0,0,3.0,6.0,770,0,1953,0,98117,47.6999,-122.364,1710,6000.0,20150406T000000
3524049083,445000.0,4.0,1.75,2100.0,4400,1.5,0,0,5.0,7.0,1720,380,1924,0,98118,47.5299,-122.266,1850,4400.0,20141104T000000
3275860240,770000.0,3.0,2.25,2910.0,10204,2.0,0,0,3.0,9.0,2910,0,1990,0,98052,47.6897,-122.098,2700,13992.0,20140618T000000
4389200955,1129575.0,4.0,2.75,2750.0,17789,1.5,0,0,3.0,8.0,1980,770,1914,0,98004,47.6141,-122.212,3060,11275.0,20150302T000000
4058801670,445000.0,3.0,2.25,2100.0,8201,1.0,0,0,3.0,8.0,1620,480,1967,0,98178,47.5091,-122.244,2660,8712.0,20140717T000000
8732020310,260000.0,4.0,2.25,2160.0,8811,1.0,0,0,3.0,8.0,1360,800,1978,0,98023,47.3129,-122.39,2090,8400.0,20140717T000000
2331300505,822500.0,5.0,3.5,2320.0,4960,2.0,0,0,5.0,7.0,1720,600,1926,0,98103,47.6763,-122.352,1700,4960.0,20140613T000000
7853210060,430000.0,4.0,2.5,2070.0,4310,2.0,0,0,3.0,7.0,2070,0,2004,0,98065,47.5319,-121.85,1970,3748.0,20150406T000000
3668000070,212000.0,3.0,1.75,1060.0,7875,1.0,0,0,4.0,7.0,1060,0,1986,0,98092,47.2761,-122.152,1420,7680.0,20150105T000000
9545240070,660500.0,4.0,2.25,2010.0,9603,1.0,0,0,3.0,8.0,1440,570,1986,0,98027,47.5343,-122.054,2060,9793.0,20150428T000000
1243100136,784000.0,3.0,3.5,3950.0,19160,1.5,0,0,3.0,9.0,2460,1400,1989,0,98052,47.697,-122.072,2480,17557.5,20140612T000000
8929000270,453246.0,3.0,2.5,2010.0,2287,2.0,0,0,3.0,8.0,1390,620,2014,0,98029,47.5517,-121.998,1690,1662.0,20140512T000000
2767602356,675000.0,4.0,3.5,2140.0,2278,3.0,0,0,3.0,9.0,2140,0,2005,0,98107,47.6734,-122.38,1540,2285.0,20150126T000000
921049315,199000.0,3.0,1.75,1320.0,17390,1.0,0,0,4.0,7.0,1320,0,1956,0,98003,47.3257,-122.296,1550,17557.5,20140813T000000
3655000070,220000.0,4.0,1.75,2020.0,7840,1.0,0,0,3.0,7.0,1010,1010,1968,0,98003,47.3309,-122.299,1750,8140.0,20140805T000000
4027700812,452000.0,4.0,2.25,2590.0,10002,1.0,0,0,4.0,8.0,1340,1250,1968,0,98028,47.7689,-122.266,1550,10436.0,20140529T000000
3992700335,382500.0,2.0,1.0,1190.0,4440,1.0,0,0,3.0,6.0,1190,0,1981,0,98125,47.7135,-122.287,1060,5715.0,20140707T000000
2767603505,519950.0,3.0,2.25,1170.0,1249,3.0,0,0,3.0,8.0,1170,0,2014,0,98107,47.6722,-122.381,1350,1310.0,20140507T000000
4232901525,665000.0,2.0,1.0,1110.0,3200,1.0,0,0,3.0,7.0,1110,0,1925,0,98119,47.6338,-122.358,1170,3600.0,20140627T000000
1777500060,527700.0,5.0,2.5,2820.0,9375,1.0,0,0,4.0,8.0,1550,1270,1968,0,98006,47.5707,-122.128,2820,9375.0,20140708T000000
1432900240,205000.0,3.0,1.0,1610.0,8579,1.0,0,0,4.0,7.0,1010,600,1962,0,98058,47.4563,-122.171,1610,8579.0,20150508T000000
6140100875,420000.0,3.0,1.0,1060.0,8097,1.0,0,0,4.0,7.0,940,120,1923,0,98133,47.7144,-122.351,1560,7940.0,20150415T000000
6071600370,500000.0,4.0,2.25,2030.0,8517,1.0,0,0,4.0,8.0,1380,650,1961,0,98006,47.5495,-122.174,2230,8824.0,20150227T000000
1526069017,921500.0,4.0,2.5,3670.0,19160,2.0,0,0,4.0,9.0,3670,0,1994,0,98077,47.7421,-122.026,2840,17557.5,20141203T000000
809001525,890000.0,4.0,1.0,2550.0,4000,2.0,0,0,3.0,8.0,2370,180,1905,0,98109,47.6354,-122.353,2200,4000.0,20140625T000000
3224079105,430000.0,2.0,2.5,2420.0,19160,2.0,0,0,3.0,7.0,2420,0,2007,0,98027,47.5262,-121.943,1940,17557.5,20140806T000000
8075400570,258000.0,5.0,2.0,2260.0,12500,1.0,0,0,4.0,8.0,1130,1130,1960,0,98032,47.3887,-122.286,1360,17557.5,20141030T000000
1994200024,511000.0,3.0,1.0,1430.0,3455,1.0,0,0,3.0,7.0,980,450,1947,0,98103,47.6873,-122.336,1450,4599.0,20141104T000000
3362900810,532170.0,3.0,2.0,1360.0,3090,2.0,0,0,3.0,8.0,1360,0,1990,0,98103,47.6838,-122.353,1500,3090.0,20140820T000000
1324300398,560000.0,3.0,1.0,1110.0,5000,1.5,0,0,3.0,7.0,1110,0,1947,0,98107,47.655,-122.359,1420,5000.0,20150409T000000
537000445,282950.0,3.0,1.0,1250.0,8200,1.0,0,0,4.0,7.0,1250,0,1954,0,98003,47.3255,-122.304,1680,8633.0,20150331T000000
7855801670,1129575.0,4.0,3.25,4234.5,19160,2.0,0,0,3.0,9.5,3540,1400,2006,0,98006,47.562,-122.162,3160,9750.0,20150401T000000
7920100045,350000.0,1.5,1.0,700.0,5100,1.0,0,0,3.0,7.0,700,0,1942,0,98115,47.679,-122.3,1010,5100.0,20140516T000000
8960000030,215000.0,3.0,1.0,1180.0,7669,1.0,0,0,4.0,7.0,1180,0,1967,0,98058,47.4479,-122.176,1190,7669.0,20140728T000000
6388930390,650000.0,5.0,3.5,3960.0,19160,2.0,0,0,3.0,9.0,2500,1400,1996,0,98056,47.525,-122.172,2640,13675.0,20141120T000000
8731900200,320000.0,4.0,2.75,2640.0,7500,1.0,0,0,3.0,8.0,1620,1020,1967,0,98023,47.3135,-122.369,1980,7875.0,20140807T000000
8029200135,247000.0,3.0,2.0,1270.0,7198,1.5,0,0,3.0,7.0,1270,0,1916,0,98022,47.2086,-121.996,1160,7198.0,20141113T000000
1081200350,320000.0,4.0,1.75,1760.0,11180,1.0,0,0,4.0,8.0,1760,0,1968,0,98059,47.4715,-122.118,1730,11180.0,20141003T000000
84000105,255000.0,5.0,2.25,2060.0,8632,1.0,0,0,3.0,7.0,1030,1030,1962,0,98146,47.4877,-122.335,1010,11680.0,20140507T000000
3756500060,438000.0,3.0,1.75,1780.0,9660,1.0,0,0,3.0,7.0,1780,0,1962,0,98034,47.7171,-122.193,1200,9660.0,20150309T000000
7215720160,900000.0,3.0,2.5,3400.0,16603,2.0,0,0,3.0,9.5,3400,0,2000,0,98075,47.6012,-122.023,3400,12601.0,20150304T000000
3574800520,441000.0,3.0,2.75,1910.0,7280,1.0,0,0,3.0,7.0,1160,750,1979,0,98034,47.7319,-122.224,1710,8152.0,20140620T000000
2617300160,420000.0,3.0,2.0,2020.0,19160,1.0,0,0,4.0,7.0,1010,1010,1975,0,98027,47.4582,-122.023,2110,17557.5,20140812T000000
2558660270,370000.0,3.0,1.75,1580.0,7000,1.0,0,0,3.0,7.0,1180,400,1976,0,98034,47.7209,-122.168,1640,7500.0,20141208T000000
2009000370,269950.0,2.0,1.75,1340.0,7250,1.0,0,0,5.0,5.5,700,640,1949,0,98198,47.408,-122.327,1830,9750.0,20150219T000000
1836980160,807100.0,4.0,2.5,2680.0,4499,2.0,0,0,3.0,9.0,2680,0,1999,0,98006,47.565,-122.125,2920,4500.0,20150324T000000
3261020370,653000.0,3.0,2.5,2680.0,9750,1.0,0,0,4.0,8.0,1610,1070,1979,0,98034,47.7028,-122.231,2480,8750.0,20140605T000000
1755700060,371500.0,3.0,2.0,1370.0,8336,1.0,0,0,5.0,7.0,1370,0,1964,0,98133,47.7458,-122.331,1770,7288.0,20140611T000000
4330600435,284000.0,3.0,1.75,1560.0,19160,1.0,0,0,3.0,7.0,1560,0,1954,0,98166,47.4776,-122.337,1070,7920.0,20150316T000000
9542800700,272000.0,3.0,1.75,2160.0,7140,1.0,0,0,4.0,7.0,1670,490,1978,0,98023,47.3026,-122.374,1930,7350.0,20150102T000000
